target_chembl_id,target_name,target_organism,organism_group,uniprot_accession,target_family,record_count,unique_compounds,endpoint_types,dominant_endpoint,endpoint_homogeneity,doi_count,year_min,year_max,pchembl_min,pchembl_max,pchembl_range
CHEMBL4461,"NAD-dependent protein deacetylase sirtuin-3, mitochondrial",Homo sapiens,Human,Q9Y6E8,Other enzymes,2,1,IC50; Kd,Kd,0.5,1,2024,2024,4.12,5.41,1.29
CHEMBL5542,DNA polymerase eta,Homo sapiens,Human,Q9Y253,Other enzymes,2,1,IC50,IC50,1.0,2,2016,2023,7.21,7.21,0.0
CHEMBL1075093,Farnesyl pyrophosphate synthase,Rattus norvegicus,Non-human,Q6GT82,Other enzymes,1,1,Kd,Kd,1.0,1,2020,2020,4.27,4.27,0.0
CHEMBL1169598,Polymerase acidic protein,Influenza A virus (A/Puerto Rico/8/1934(H1N1)),Non-human,Q8JUU6,Other enzymes,1,1,IC50,IC50,1.0,1,2019,2019,6.3,6.3,0.0
CHEMBL1275219,Glucosylceramidase,Bos taurus,Non-human,Q2KHZ8,Other enzymes,1,1,Ki,Ki,1.0,1,2010,2010,4.5,4.5,0.0
CHEMBL1293308,Likely tRNA 2'-phosphotransferase,Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast),Non-human,Q5A7N4,Other enzymes,1,1,IC50,IC50,1.0,0,,,6.27,6.27,0.0
CHEMBL1829,Histone deacetylase 3,Homo sapiens,Human,Q9UEV0,Other enzymes,1,1,IC50,IC50,1.0,1,2014,2014,4.92,4.92,0.0
CHEMBL1937,Histone deacetylase 2,Homo sapiens,Human,Q92769,Other enzymes,1,1,IC50,IC50,1.0,1,2014,2014,4.48,4.48,0.0
CHEMBL1993,DNA (cytosine-5)-methyltransferase 1,Homo sapiens,Human,Q9UMZ6,Other enzymes,1,1,IC50,IC50,1.0,0,,,5.12,5.12,0.0
CHEMBL2007625,Isocitrate dehydrogenase [NADP] cytoplasmic,Homo sapiens,Human,Q9UKW8,Other enzymes,1,1,IC50,IC50,1.0,0,2017,2017,6.26,6.26,0.0
CHEMBL2150835,Enoyl-[acyl-carrier-protein] reductase [NADH],Francisella tularensis subsp. tularensis (strain SCHU S4 / Schu 4),Non-human,Q5NGQ3,Other enzymes,1,1,IC50,IC50,1.0,1,2013,2013,4.33,4.33,0.0
CHEMBL2176778,Protein mono-ADP-ribosyltransferase PARP15,Homo sapiens,Human,Q8N1K3,Other enzymes,1,1,IC50,IC50,1.0,1,2022,2022,6.01,6.01,0.0
CHEMBL2179,Lysosomal acid glucosylceramidase,Homo sapiens,Human,Q9UMJ8,Other enzymes,1,1,Ki,Ki,1.0,1,2001,2001,8.92,8.92,0.0
CHEMBL2390811,Thioredoxin reductase,Mycobacterium tuberculosis,Non-human,P9WHH1,Other enzymes,1,1,IC50,IC50,1.0,1,2013,2013,4.0,4.0,0.0
CHEMBL2409,Bifunctional epoxide hydrolase 2,Homo sapiens,Human,P34913,Other enzymes,1,1,IC50,IC50,1.0,1,2014,2014,4.68,4.68,0.0
CHEMBL2424504,Lysine-specific demethylase 5A,Homo sapiens,Human,Q86XZ1,Other enzymes,1,1,IC50,IC50,1.0,1,2022,2022,7.62,7.62,0.0
CHEMBL2424510,E3 ubiquitin-protein ligase UHRF1,Homo sapiens,Human,Q9P1U7,Other enzymes,1,1,IC50,IC50,1.0,0,,,4.57,4.57,0.0
CHEMBL2424511,3-oxoacyl-(Acyl-carrier protein) reductase,Plasmodium falciparum (isolate 3D7),Non-human,Q8I2S7,Other enzymes,1,1,IC50,IC50,1.0,1,2013,2013,4.0,4.0,0.0
CHEMBL254,"3',5'-cyclic-AMP phosphodiesterase 4A",Homo sapiens,Human,Q9H3H2,Other enzymes,1,1,AC50,AC50,1.0,1,2023,2023,5.94,5.94,0.0
CHEMBL2730,Protein-glutamine gamma-glutamyltransferase,Homo sapiens,Human,Q9UH35,Other enzymes,1,1,Ki,Ki,1.0,1,2017,2017,4.95,4.95,0.0
CHEMBL3048,Nitric oxide synthase 1,Rattus norvegicus,Non-human,P29476,Other enzymes,1,1,IC50,IC50,1.0,1,2011,2011,6.07,6.07,0.0
CHEMBL3085613,DNA gyrase subunit B,Mycobacterium smegmatis,Non-human,Q59555,Other enzymes,1,1,IC50,IC50,1.0,1,2022,2022,6.36,6.36,0.0
CHEMBL3091269,NAD(P)H dehydrogenase [quinone] 1,Rattus norvegicus,Non-human,Q63478,Other enzymes,1,1,Ki,Ki,1.0,1,2018,2018,9.0,9.0,0.0
CHEMBL3166,Tyrosine-protein phosphatase non-receptor type 6,Homo sapiens,Human,Q9UK67,Other enzymes,1,1,IC50,IC50,1.0,1,2020,2020,6.89,6.89,0.0
CHEMBL3236,Tyrosine-protein phosphatase non-receptor type 12,Homo sapiens,Human,Q86XU4,Other enzymes,1,1,IC50,IC50,1.0,1,2020,2020,6.89,6.89,0.0
CHEMBL3243,Receptor-type tyrosine-protein phosphatase C,Homo sapiens,Human,X6R433,Other enzymes,1,1,IC50,IC50,1.0,1,2020,2020,5.96,5.96,0.0
CHEMBL3275,NAD-dependent histone deacetylase SIR2,Saccharomyces cerevisiae S288c,Non-human,P06700,Other enzymes,1,1,IC50,IC50,1.0,1,2004,2004,4.07,4.07,0.0
CHEMBL3310,Histone deacetylase 11,Homo sapiens,Human,Q9NTC9,Other enzymes,1,1,IC50,IC50,1.0,1,2014,2014,4.13,4.13,0.0
CHEMBL3414417,Histone acetyltransferase RTT109,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),Non-human,Q07794,Other enzymes,1,1,IC50,IC50,1.0,1,2015,2015,6.58,6.58,0.0
CHEMBL3480,Chitin synthase 1,Candida albicans,Non-human,P23316,Other enzymes,1,1,IC50,IC50,1.0,1,2000,2000,4.92,4.92,0.0
CHEMBL3578,"Aldehyde dehydrogenase, dimeric NADP-preferring",Homo sapiens,Human,Q9BT37,Other enzymes,1,1,IC50,IC50,1.0,1,2017,2017,5.27,5.27,0.0
CHEMBL3774295,Lysine-specific demethylase 5B,Homo sapiens,Human,Q9Y3Q5,Other enzymes,1,1,IC50,IC50,1.0,1,2020,2020,5.34,5.34,0.0
CHEMBL3924,Dual specificity protein phosphatase 22,Homo sapiens,Human,Q9NRW4,Other enzymes,1,1,IC50,IC50,1.0,1,2020,2020,5.68,5.68,0.0
CHEMBL3988613,Protein-glutamine gamma-glutamyltransferase 2,Cavia cutleri,Non-human,P08587,Other enzymes,1,1,IC50,IC50,1.0,0,2015,2015,4.32,4.32,0.0
CHEMBL4042,Prostaglandin G/H synthase 1,Rattus norvegicus,Non-human,Q63921,Other enzymes,1,1,AC50,AC50,1.0,1,2023,2023,5.64,5.64,0.0
CHEMBL4506,NAD-dependent protein deacetylase sirtuin-1,Homo sapiens,Human,Q9Y6F0,Other enzymes,1,1,IC50,IC50,1.0,1,2009,2009,5.22,5.22,0.0
CHEMBL4523282,Polypeptide N-acetylgalactosaminyltransferase 1,Homo sapiens,Human,Q9UM86,Other enzymes,1,1,IC50,IC50,1.0,1,2019,2019,5.61,5.61,0.0
CHEMBL4523291,Polypeptide N-acetylgalactosaminyltransferase 3,Homo sapiens,Human,Q7Z476,Other enzymes,1,1,IC50,IC50,1.0,1,2019,2019,5.79,5.79,0.0
CHEMBL4523371,Polypeptide N-acetylgalactosaminyltransferase 10,Homo sapiens,Human,Q9Y4M4,Other enzymes,1,1,IC50,IC50,1.0,1,2019,2019,6.48,6.48,0.0
CHEMBL4523392,Polypeptide N-acetylgalactosaminyltransferase 13,Homo sapiens,Human,Q9UIE5,Other enzymes,1,1,IC50,IC50,1.0,1,2019,2019,4.86,4.86,0.0
CHEMBL4523400,Polypeptide N-acetylgalactosaminyltransferase 6,Homo sapiens,Human,Q9UIV5,Other enzymes,1,1,IC50,IC50,1.0,1,2019,2019,5.74,5.74,0.0
CHEMBL4523427,Polypeptide N-acetylgalactosaminyltransferase 14,Homo sapiens,Human,Q9H9J8,Other enzymes,1,1,IC50,IC50,1.0,1,2019,2019,6.34,6.34,0.0
CHEMBL4550,Arachidonate 5-lipoxygenase-activating protein,Homo sapiens,Human,Q5VV04,Other enzymes,1,1,Kd,Kd,1.0,1,2017,2017,4.68,4.68,0.0
CHEMBL4669,Histone acetyltransferase GCN5,Saccharomyces cerevisiae S288c,Non-human,Q6B165,Other enzymes,1,1,IC50,IC50,1.0,1,2015,2015,5.96,5.96,0.0
CHEMBL4703,Serine/threonine-protein phosphatase 2A catalytic subunit alpha isoform,Homo sapiens,Human,P67775,Other enzymes,1,1,IC50,IC50,1.0,1,2020,2020,6.7,6.7,0.0
CHEMBL4739681,Ectonucleoside triphosphate diphosphohydrolase 1,Mus musculus,Non-human,P55772,Other enzymes,1,1,IC50,IC50,1.0,1,2021,2021,6.3,6.3,0.0
CHEMBL5103,Polyamine deacetylase HDAC10,Homo sapiens,Human,Q9UGX2,Other enzymes,1,1,IC50,IC50,1.0,1,2014,2014,4.07,4.07,0.0
CHEMBL5391,DNA polymerase iota,Homo sapiens,Human,Q9UNA4,Other enzymes,1,1,IC50,IC50,1.0,1,2016,2016,7.21,7.21,0.0
CHEMBL5406,Histone-arginine methyltransferase CARM1,Homo sapiens,Human,Q86X55,Other enzymes,1,1,IC50,IC50,1.0,1,2012,2012,4.6,4.6,0.0
CHEMBL5695,Intestinal-type alkaline phosphatase,Bos taurus,Non-human,Q28124,Other enzymes,1,1,IC50,IC50,1.0,1,2018,2018,5.86,5.86,0.0
CHEMBL5722,Ectonucleoside triphosphate diphosphohydrolase 1,Homo sapiens,Human,Q9Y3Q9,Other enzymes,1,1,IC50,IC50,1.0,1,2018,2018,7.3,7.3,0.0
CHEMBL6086,ATP phosphoribosyltransferase,Mycobacterium tuberculosis,Non-human,P9WMN1,Other enzymes,1,1,Ki,Ki,1.0,1,2008,2008,4.22,4.22,0.0
CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,Human,Q07820,Other/unclassified,89,55,IC50; Ki,IC50,0.5955056179775281,2,2016,2021,4.08,6.68,2.5999999999999996
CHEMBL4879514,Microtubule-associated proteins 1A/1B light chain 3B,Homo sapiens,Human,Q9GZQ8,Other/unclassified,55,46,IC50; Kd; Ki,Ki,0.8,2,2021,2024,4.01,6.7,2.6900000000000004
CHEMBL4879518,Microtubule-associated proteins 1A/1B light chain 3A,Homo sapiens,Human,Q9H492,Other/unclassified,61,44,IC50; Kd; Ki,Ki,0.7213114754098361,1,2021,2021,4.04,5.55,1.5099999999999998
CHEMBL4739844,Immunoglobulin lambda variable 6-57,Homo sapiens,Human,P06319,Other/unclassified,79,41,EC50,EC50,1.0,1,2021,2021,4.58,8.41,3.83
CHEMBL3251,Nuclear factor NF-kappa-B p105 subunit,Homo sapiens,Human,Q9NZC0,Other/unclassified,31,31,EC50; IC50,EC50,0.7741935483870968,2,2010,2013,4.0,5.6,1.5999999999999996
CHEMBL2085,Macrophage migration inhibitory factor,Homo sapiens,Human,P14174,Other/unclassified,54,29,IC50; Kd; Ki,Ki,0.6111111111111112,6,2001,2020,4.19,7.8,3.6099999999999994
CHEMBL1293251,ATP-dependent molecular chaperone HSP82,Candida albicans (strain WO-1) (Yeast),Non-human,C4YTQ8,Other/unclassified,18,16,EC50,EC50,1.0,0,,,4.66,6.19,1.5300000000000002
CHEMBL1293200,Zn finger protein,Nicotiana tabacum,Non-human,Q43570,Other/unclassified,15,15,Ki,Ki,1.0,1,2010,2010,4.11,9.01,4.8999999999999995
CHEMBL4531,Galectin-3,Homo sapiens,Human,P17931,Other/unclassified,23,14,Kd,Kd,1.0,4,2014,2023,4.11,8.7,4.589999999999999
CHEMBL2487,Amyloid-beta precursor protein,Homo sapiens,Human,P05067,Other/unclassified,18,14,IC50,IC50,1.0,4,2013,2024,4.0,8.1,4.1
CHEMBL4680039,Myosin-2,Bos taurus,Non-human,Q9BE41,Other/unclassified,14,14,IC50,IC50,1.0,1,2020,2020,4.0,5.54,1.54
CHEMBL5313,Heat shock factor protein 1,Mus musculus,Non-human,P38532,Other/unclassified,12,11,AC50; EC50,EC50,0.6666666666666666,0,,,4.14,6.68,2.54
CHEMBL3712907,Transmembrane domain-containing protein TMIGD3,Homo sapiens,Human,Q9BYZ1,Other/unclassified,11,11,Ki,Ki,1.0,1,2016,2016,4.65,6.13,1.4799999999999995
CHEMBL1163125,Bromodomain-containing protein 4,Homo sapiens,Human,O60885,Other/unclassified,9,9,IC50,IC50,1.0,4,2017,2024,5.09,7.0,1.9100000000000001
CHEMBL1293286,Polyadenylate-binding protein 1,Homo sapiens,Human,Q93004,Other/unclassified,9,9,IC50,IC50,1.0,0,,,4.22,4.99,0.7700000000000005
CHEMBL4915,Galectin-1,Homo sapiens,Human,Q9UDK5,Other/unclassified,9,9,IC50; Kd,Kd,0.8888888888888888,4,2016,2023,4.0,6.5,2.5
CHEMBL3253,Albumin,Homo sapiens,Human,P02768,Other/unclassified,9,8,Kd; Ki,Kd,0.7777777777777778,3,2019,2024,4.5,7.52,3.0199999999999996
CHEMBL1293311,Envelope glycoprotein gp160,Human immunodeficiency virus 1,Non-human,Q6QLK5,Other/unclassified,8,8,IC50,IC50,1.0,0,,,4.38,4.94,0.5600000000000005
CHEMBL1250379,ELAV-like protein 1,Homo sapiens,Human,Q9BTT1,Other/unclassified,25,7,IC50; Ki,IC50,0.52,1,2017,2017,4.38,6.46,2.08
CHEMBL1741171,Protein RecA,Mycobacterium tuberculosis,Non-human,P9WHJ3,Other/unclassified,8,7,AC50; EC50,EC50,0.875,0,,,4.92,5.81,0.8899999999999997
CHEMBL3880,Heat shock protein HSP 90-alpha,Homo sapiens,Human,P07900,Other/unclassified,7,7,AC50; IC50,AC50,0.8571428571428571,0,,,5.11,6.32,1.21
CHEMBL4218,Tegument protein VP16,Herpes simplex virus (type 1 / strain 17),Non-human,Q09I86,Other/unclassified,7,7,IC50,IC50,1.0,0,,,4.54,4.89,0.34999999999999964
CHEMBL5804,Toll-like receptor 9,Homo sapiens,Human,Q9NYC3,Other/unclassified,7,7,IC50,IC50,1.0,0,,,4.88,5.47,0.5899999999999999
CHEMBL1293266,Nucleotide-binding oligomerization domain-containing protein 2,Homo sapiens,Human,Q9HC29,Other/unclassified,7,6,EC50; IC50,EC50,0.8571428571428571,0,,,4.9,5.53,0.6299999999999999
CHEMBL1795086,HSP90,Plasmodium falciparum 3D7,Non-human,Q8IL32,Other/unclassified,6,6,AC50,AC50,1.0,0,,,5.08,6.13,1.0499999999999998
CHEMBL5957,5'-nucleotidase,Homo sapiens,Human,Q5W116,Other/unclassified,6,6,IC50,IC50,1.0,3,2021,2024,5.33,6.8,1.4699999999999998
CHEMBL1293240,Plectin,Homo sapiens,Human,Q6S383,Other/unclassified,8,5,IC50,IC50,1.0,0,,,4.6,5.62,1.0200000000000005
CHEMBL2362980,Paired box protein Pax-8,Homo sapiens,Human,Q96J49,Other/unclassified,7,5,AC50,AC50,1.0,0,,,4.37,5.97,1.5999999999999996
CHEMBL1293319,Zinc finger protein mex-5,Caenorhabditis elegans,Non-human,Q9XUB2,Other/unclassified,5,5,EC50,EC50,1.0,0,,,4.2,5.26,1.0599999999999996
CHEMBL1741180,Mitochondrial import inner membrane translocase subunit TIM23,Saccharomyces cerevisiae S288c,Non-human,P32897,Other/unclassified,5,5,IC50,IC50,1.0,0,,,4.83,5.4,0.5700000000000003
CHEMBL2384898,N-arachidonyl glycine receptor,Homo sapiens,Human,Q9H2L2,Other/unclassified,5,5,IC50,IC50,1.0,1,2013,2013,4.8,5.09,0.29000000000000004
CHEMBL5475,Galectin-8,Homo sapiens,Human,Q9UP34,Other/unclassified,5,4,Kd,Kd,1.0,2,2016,2023,4.08,5.7,1.62
CHEMBL6101,Signal transducer and activator of transcription 1-alpha/beta,Homo sapiens,Human,Q9UDL5,Other/unclassified,5,4,EC50; IC50,EC50,0.6,0,,,4.5,5.37,0.8700000000000001
CHEMBL1293222,Nucleotide-binding oligomerization domain-containing protein 1,Homo sapiens,Human,Q9Y239,Other/unclassified,4,4,IC50,IC50,1.0,0,,,5.18,5.5,0.3200000000000003
CHEMBL1293274,Eukaryotic translation initiation factor 4H,Homo sapiens,Human,Q15056,Other/unclassified,4,4,IC50,IC50,1.0,0,,,4.37,5.14,0.7699999999999996
CHEMBL1293304,RNA-binding protein pos-1,Caenorhabditis elegans,Non-human,G5EF15,Other/unclassified,4,4,EC50,EC50,1.0,0,,,4.12,5.09,0.9699999999999998
CHEMBL1741163,ORF 73,Human herpesvirus 8,Non-human,O40947,Other/unclassified,4,4,AC50,AC50,1.0,0,,,4.72,6.26,1.54
CHEMBL1741194,Mitochondrial import inner membrane translocase subunit TIM10,Saccharomyces cerevisiae S288c,Non-human,P87108,Other/unclassified,4,4,IC50,IC50,1.0,0,,,4.49,5.47,0.9799999999999995
CHEMBL1795089,Latent membrane protein 1,Human herpesvirus 4 (strain B95-8),Non-human,Q777A4,Other/unclassified,4,4,AC50,AC50,1.0,0,,,4.19,5.03,0.8399999999999999
CHEMBL4426,Phospholipase A2,Homo sapiens,Human,Q3KPI1,Other/unclassified,4,4,IC50,IC50,1.0,0,,,4.87,6.01,1.1399999999999997
CHEMBL5936,Toll-like receptor 7,Homo sapiens,Human,Q9NYK1,Other/unclassified,4,4,EC50; IC50,IC50,0.5,2,2019,2021,4.43,5.75,1.3200000000000003
CHEMBL6152,Alpha-synuclein,Homo sapiens,Human,P37840,Other/unclassified,4,4,IC50,IC50,1.0,1,2024,2024,5.99,6.2,0.20999999999999996
CHEMBL4105838,DCN1-like protein 1,Homo sapiens,Human,Q9HCT3,Other/unclassified,6,3,IC50,IC50,1.0,1,2019,2019,5.9,6.7,0.7999999999999998
CHEMBL1075214,5'-nucleotidase,Rattus norvegicus,Non-human,P21588,Other/unclassified,4,3,IC50; Ki,IC50,0.75,1,2012,2012,4.13,5.8,1.67
CHEMBL1075094,Nuclear factor erythroid 2-related factor 2,Homo sapiens,Human,Q96F71,Other/unclassified,3,3,EC50,EC50,1.0,2,2019,2022,5.34,5.92,0.5800000000000001
CHEMBL1293282,Protein Rev,Human immunodeficiency virus type 1 group M subtype B (isolate HXB2)(HIV-1),Non-human,P04618,Other/unclassified,3,3,IC50,IC50,1.0,0,,,4.18,4.85,0.6699999999999999
CHEMBL1293302,Female germline-specific tumor suppressor gld-1,Caenorhabditis elegans,Non-human,Q17339,Other/unclassified,3,3,IC50,IC50,1.0,0,,,5.33,5.41,0.08000000000000007
CHEMBL1825,Tumor necrosis factor,Homo sapiens,Human,P01375,Other/unclassified,3,3,IC50,IC50,1.0,0,,,5.18,5.34,0.16000000000000014
CHEMBL4026,Signal transducer and activator of transcription 3,Homo sapiens,Human,Q9BW54,Other/unclassified,3,3,EC50; IC50,IC50,0.6666666666666666,1,2012,2012,4.2,6.09,1.8899999999999997
CHEMBL4523143,Galectin-7,Mus musculus,Non-human,O54974,Other/unclassified,3,3,Kd,Kd,1.0,1,2016,2016,4.22,5.3,1.08
CHEMBL4523582,Replicase polyprotein 1ab,Severe acute respiratory syndrome coronavirus 2,Non-human,P0DTD1,Other/unclassified,3,3,IC50,IC50,1.0,3,2023,2024,4.34,8.36,4.02
CHEMBL5444,Tubulin beta-5 chain,Homo sapiens,Human,Q9CY33,Other/unclassified,3,3,IC50,IC50,1.0,1,2018,2018,5.03,5.54,0.5099999999999998
CHEMBL1741165,Microphthalmia-associated transcription factor,Homo sapiens,Human,Q9P2Y8,Other/unclassified,4,2,AC50,AC50,1.0,0,,,4.63,7.52,2.8899999999999997
CHEMBL5474,Galectin-9,Homo sapiens,Human,Q9NQ58,Other/unclassified,4,2,Kd,Kd,1.0,1,2016,2016,4.35,5.8,1.4500000000000002
CHEMBL5113,Orexin/Hypocretin receptor type 1,Homo sapiens,Human,Q9HBV6,Other/unclassified,3,2,IC50; Ki,IC50,0.6666666666666666,1,2020,2020,5.27,5.94,0.6700000000000008
CHEMBL6089,Ubiquitin-conjugating enzyme E2 N,Homo sapiens,Human,Q53Y81,Other/unclassified,3,2,IC50,IC50,1.0,0,,,4.98,5.46,0.47999999999999954
CHEMBL1293317,Muscleblind-like protein 1,Homo sapiens,Human,Q9NR56,Other/unclassified,2,2,Kd,Kd,1.0,1,2022,2022,7.03,8.4,1.37
CHEMBL1801,Plasminogen,Homo sapiens,Human,Q6PA00,Other/unclassified,2,2,Ki,Ki,1.0,1,2023,2023,5.67,6.97,1.2999999999999998
CHEMBL2069,Thromboxane A2 receptor,Homo sapiens,Human,Q9UCY2,Other/unclassified,2,2,Kd,Kd,1.0,1,1995,1995,6.37,6.86,0.4900000000000002
CHEMBL2176846,Advanced glycosylation end product-specific receptor,Homo sapiens,Human,V5R6A3,Other/unclassified,2,2,Kd,Kd,1.0,0,2020,2020,5.0,8.19,3.1899999999999995
CHEMBL3658,Tubulin alpha chain,Sus scrofa,Non-human,P02550,Other/unclassified,2,2,IC50,IC50,1.0,1,2004,2004,4.52,5.0,0.4800000000000004
CHEMBL3797020,Lectin,Burkholderia cenocepacia (strain ATCC BAA-245 / DSM 16553 / LMG 16656/ NCTC 13227 / J2315 / CF5610) (Burkholderia cepacia (strain J2315)),Non-human,B4EH87,Other/unclassified,2,2,IC50,IC50,1.0,1,2016,2016,4.84,5.13,0.29000000000000004
CHEMBL4105758,Butyrophilin subfamily 3 member A1,Homo sapiens,Human,Q9HCY1,Other/unclassified,2,2,EC50,EC50,1.0,1,2021,2021,7.92,8.1,0.17999999999999972
CHEMBL4261,Hypoxia-inducible factor 1-alpha,Homo sapiens,Human,Q9UPB1,Other/unclassified,2,2,IC50,IC50,1.0,1,2021,2021,6.82,7.1,0.27999999999999936
CHEMBL4450,UDP-galactopyranose mutase,Mycobacterium tuberculosis,Non-human,Q7D4U3,Other/unclassified,2,2,AC50,AC50,1.0,0,,,4.2,4.97,0.7699999999999996
CHEMBL4869,Major prion protein,Homo sapiens,Human,Q9UP19,Other/unclassified,2,2,IC50,IC50,1.0,0,,,5.04,5.08,0.040000000000000036
CHEMBL5460,Heat shock 70 kDa protein 1A,Homo sapiens,Human,Q9UQM0,Other/unclassified,2,2,IC50,IC50,1.0,1,2023,2023,4.6,6.12,1.5200000000000005
CHEMBL5533,Transcription factor p65,Homo sapiens,Human,Q04206,Other/unclassified,2,2,IC50,IC50,1.0,2,2018,2020,5.8,8.22,2.420000000000001
CHEMBL5661,Exportin-1,Homo sapiens,Human,Q99433,Other/unclassified,2,2,IC50,IC50,1.0,1,2010,2010,5.19,5.8,0.6099999999999994
CHEMBL6187,MecA,Staphylococcus aureus,Non-human,Q7DHH4,Other/unclassified,2,2,Kd,Kd,1.0,1,2021,2021,4.06,6.58,2.5200000000000005
CHEMBL2189117,Polycomb protein EED,Homo sapiens,Human,O75530,Other/unclassified,5,1,Kd,Kd,1.0,5,2020,2022,5.55,5.55,0.0
CHEMBL1741161,Acyl-homoserine lactone acylase PvdQ,Pseudomonas aeruginosa (strain LESB58),Non-human,Q9I194,Other/unclassified,2,1,AC50,AC50,1.0,0,,,4.62,5.06,0.4399999999999995
CHEMBL1795096,Endoribonuclease toxin MazF,Escherichia coli K-12,Non-human,Q2MA50,Other/unclassified,2,1,EC50,EC50,1.0,0,,,4.05,4.56,0.5099999999999998
CHEMBL3429,Steroid hormone receptor ERR1,Homo sapiens,Human,Q14514,Other/unclassified,2,1,IC50,IC50,1.0,1,2013,2013,6.94,7.0,0.05999999999999961
CHEMBL4630859,Sialin,Homo sapiens,Human,Q9UGH0,Other/unclassified,2,1,IC50; Ki,IC50,0.5,1,2020,2020,5.11,5.62,0.5099999999999998
CHEMBL1075145,Transitional endoplasmic reticulum ATPase,Homo sapiens,Human,P55072,Other/unclassified,1,1,IC50,IC50,1.0,0,,,4.68,4.68,0.0
CHEMBL1275223,Heat shock cognate 71 kDa protein,Homo sapiens,Human,Q9H3R6,Other/unclassified,1,1,IC50,IC50,1.0,0,,,4.0,4.0,0.0
CHEMBL1293203,Major prion protein,Mesocricetus auratus,Non-human,P04273,Other/unclassified,1,1,Kd,Kd,1.0,1,2017,2017,4.33,4.33,0.0
CHEMBL1293239,Bcl-2-related protein A1,Mus musculus,Non-human,Q07440,Other/unclassified,1,1,IC50,IC50,1.0,0,,,6.26,6.26,0.0
CHEMBL1293243,Mucolipin-3,Homo sapiens,Human,Q9NV09,Other/unclassified,1,1,EC50,EC50,1.0,0,,,5.34,5.34,0.0
CHEMBL1293258,Mothers against decapentaplegic homolog 3,Homo sapiens,Human,P84022,Other/unclassified,1,1,IC50,IC50,1.0,0,,,6.85,6.85,0.0
CHEMBL1293269,NS3,Hepatitis C virus,Non-human,A3EZJ3,Other/unclassified,1,1,IC50,IC50,1.0,0,,,5.64,5.64,0.0
CHEMBL1293281,Epstein-Barr nuclear antigen 1,Epstein-Barr virus (strain B95-8) (HHV-4) (Human herpesvirus 4),Non-human,Q777E1,Other/unclassified,1,1,IC50,IC50,1.0,0,,,5.28,5.28,0.0
CHEMBL1293287,Insulin-degrading enzyme,Homo sapiens,Human,Q5T5N2,Other/unclassified,1,1,IC50,IC50,1.0,0,,,5.37,5.37,0.0
CHEMBL1293293,Neuropeptides B/W receptor type 1,Homo sapiens,Human,Q6NTC7,Other/unclassified,1,1,IC50,IC50,1.0,0,,,4.53,4.53,0.0
CHEMBL1293296,14-3-3 protein gamma,Homo sapiens,Human,Q9UN99,Other/unclassified,1,1,IC50,IC50,1.0,0,,,4.34,4.34,0.0
CHEMBL1293297,Bifunctional protein GlmU,Mycobacterium tuberculosis,Non-human,Q7D8Z8,Other/unclassified,1,1,IC50,IC50,1.0,0,,,4.26,4.26,0.0
CHEMBL1667698,Telomere resolvase ResT,Borrelia burgdorferi (strain ATCC 35210 / B31 / CIP 102532 / DSM4680),Non-human,O50979,Other/unclassified,1,1,IC50,IC50,1.0,1,2009,2009,5.06,5.06,0.0
CHEMBL1671608,Galectin-4,Homo sapiens,Human,P56470,Other/unclassified,1,1,Kd,Kd,1.0,1,2016,2016,4.39,4.39,0.0
CHEMBL1741172,Large ribosomal subunit protein eL19A,Saccharomyces cerevisiae S288c,Non-human,P0CX82,Other/unclassified,1,1,EC50,EC50,1.0,0,,,5.95,5.95,0.0
CHEMBL1741176,X-box-binding protein 1,Homo sapiens,Human,Q96BD7,Other/unclassified,1,1,IC50,IC50,1.0,0,,,6.8,6.8,0.0
CHEMBL1741203,Scavenger receptor class B member 1,Mus musculus,Non-human,Q9CWJ7,Other/unclassified,1,1,AC50,AC50,1.0,0,,,4.3,4.3,0.0
CHEMBL1781865,Endoplasmic reticulum chaperone BiP,Homo sapiens,Human,Q9UK02,Other/unclassified,1,1,IC50,IC50,1.0,1,2023,2023,5.18,5.18,0.0
CHEMBL1812,Pancreatic triacylglycerol lipase,Homo sapiens,Human,Q5VSQ2,Other/unclassified,1,1,IC50,IC50,1.0,1,2023,2023,5.55,5.55,0.0
CHEMBL1957,Insulin-like growth factor 1 receptor,Homo sapiens,Human,Q9UCC0,Other/unclassified,1,1,IC50,IC50,1.0,1,2012,2012,6.6,6.6,0.0
CHEMBL1981,Insulin receptor,Homo sapiens,Human,P06213,Other/unclassified,1,1,IC50,IC50,1.0,1,2012,2012,6.47,6.47,0.0
CHEMBL2047,Bile acid receptor,Homo sapiens,Human,Q96RI1,Other/unclassified,1,1,EC50,EC50,1.0,1,2015,2015,6.34,6.34,0.0
CHEMBL2062348,Heat shock-related 70 kDa protein 2,Homo sapiens,Human,Q9UE78,Other/unclassified,1,1,IC50,IC50,1.0,1,2023,2023,4.6,4.6,0.0
CHEMBL2146304,DNA damage-inducible transcript 3 protein,Mus musculus,Non-human,Q91YW9,Other/unclassified,1,1,IC50,IC50,1.0,0,,,6.8,6.8,0.0
